US     MN      |~BADKEY~                                                
US30024        |~BADKEY~                                                
US30329        |~BADKEY~                                                
US30345        |~BADKEY~                                                
US31907        |~BADKEY~                                                
US33179        |~BADKEY~                                                
US33412        |~BADKEY~                                                
US34420        |~BADKEY~                                                
US34668        |~BADKEY~                                                
US35601        |~BADKEY~                                                
US35749        |~BADKEY~                                                
US37347        |~BADKEY~                                                
US38008        |~BADKEY~                                                
US41465        |~BADKEY~                                                
US43812        |~BADKEY~                                                
US44202        |~BADKEY~                                                
US45236        |~BADKEY~                                                
US45661        |~BADKEY~                                                
US46074        |~BADKEY~                                                
US47203        |~BADKEY~                                                
US48166        |~BADKEY~                                                
US49849        |~BADKEY~                                                
US53538        |~BADKEY~                                                
US60048        |~BADKEY~                                                
US60104        |~BADKEY~                                                
US61073        |~BADKEY~                                                
US61107        |~BADKEY~                                                
US61554        |~BADKEY~                                                
US62650        |~BADKEY~                                                
US75074        |~BADKEY~                                                
US75160        |~BADKEY~                                                
US75234        |~BADKEY~                                                
US83401        |~BADKEY~                                                
US85648        |~BADKEY~                                                
US85748        |~BADKEY~                                                
US89052        |~BADKEY~                                                
US89129        |~BADKEY~                                                
US92040        |~BADKEY~                                                
US92277        |~BADKEY~                                                
US92329PBX29   |~BADKEY~                                                
US92345        |~BADKEY~                                                
US92585        |~BADKEY~                                                
US93033        |~BADKEY~                                                
US95124        |~BADKEY~                                                
US95133        |~BADKEY~                                                
US95348        |~BADKEY~                                                
US95361        |~BADKEY~                                                
US97355        |~BADKEY~                                                
US98531        |~BADKEY~                                                
US     NRT     |~BADKEY~                                                
US02125        |~BADKEY~                                                
US02907        |~BADKEY~                                                
US05301        |~BADKEY~                                                
US06450        |~BADKEY~                                                
US06492        |~BADKEY~                                                
US11231        |~BADKEY~                                                
US13041        |~BADKEY~                                                
US14724        |~BADKEY~                                                
US17110        |~BADKEY~                                                
US23605        |~BADKEY~                                                
US27292        |~BADKEY~                                                
US27909        |~BADKEY~                                                
US28034        |~BADKEY~                                                
US29801        |~BADKEY~                                                
US30125        |~BADKEY~                                                
US31014        |~BADKEY~                                                
US32092        |~BADKEY~                                                
US32503        |~BADKEY~                                                
US33138        |~BADKEY~                                                
US33444        |~BADKEY~                                                
US33602        |~BADKEY~                                                
US34224        |~BADKEY~                                                
US35405        |~BADKEY~                                                
US38556        |~BADKEY~                                                
US40342        |~BADKEY~                                                
US43302        |~BADKEY~                                                
US44102        |~BADKEY~                                                
US45619        |~BADKEY~                                                
US46260        |~BADKEY~                                                
US46614        |~BADKEY~                                                
US47715        |~BADKEY~                                                
US48085        |~BADKEY~                                                
US49445        |~BADKEY~                                                
US59701        |~BADKEY~                                                
US60647        |~BADKEY~                                                
US64127        |~BADKEY~                                                
US66212        |~BADKEY~                                                
US67401        |~BADKEY~                                                
US70817        |~BADKEY~                                                
US74003        |~BADKEY~                                                
US74112        |~BADKEY~                                                
US77008        |~BADKEY~                                                
US77061        |~BADKEY~                                                
US77346        |~BADKEY~                                                
US77389        |~BADKEY~                                                
US77632        |~BADKEY~                                                
US78374        |~BADKEY~                                                
US78584        |~BADKEY~                                                
US80206        |~BADKEY~                                                
US80918        |~BADKEY~                                                
US81401        |~BADKEY~                                                
US89166        |~BADKEY~                                                
US91042        |~BADKEY~                                                
US91733        |~BADKEY~                                                
US91942        |~BADKEY~                                                
US94040        |~BADKEY~                                                
US95476        |~BADKEY~                                                
US98277        |~BADKEY~                                                
US98902        |~BADKEY~                                                
US00000ADP     |~BADKEY~                                                
US00000ANY12   |~BADKEY~                                                
US00000ENM     |~BADKEY~                                                
US04038        |~BADKEY~                                                
US08069        |~BADKEY~                                                
US10467        |~BADKEY~                                                
US11233CHN16   |~BADKEY~                                                
US13205        |~BADKEY~                                                
US15025        |~BADKEY~                                                
US15212        |~BADKEY~                                                
US15214        |~BADKEY~                                                
US15701        |~BADKEY~                                                
US17055        |~BADKEY~                                                
US18901        |~BADKEY~                                                
US19943        |~BADKEY~                                                
US20191        |~BADKEY~                                                
US20774        |~BADKEY~                                                
US25177        |~BADKEY~                                                
US25271        |~BADKEY~                                                
US27520        |~BADKEY~                                                
US27607        |~BADKEY~                                                
US28376        |~BADKEY~                                                
US31520        |~BADKEY~                                                
US32606        |~BADKEY~                                                
US32820        |~BADKEY~                                                
US35126        |~BADKEY~                                                
US35810        |~BADKEY~                                                
US36619        |~BADKEY~                                                
US37721        |~BADKEY~                                                
US39531        |~BADKEY~                                                
US39701        |~BADKEY~                                                
US41144        |~BADKEY~                                                
US43953        |~BADKEY~                                                
US45356        |~BADKEY~                                                
US45420        |~BADKEY~                                                
US46217        |~BADKEY~                                                
US46545        |~BADKEY~                                                
US46580        |~BADKEY~                                                
US49038        |~BADKEY~                                                
US49512        |~BADKEY~                                                
US50010        |~BADKEY~                                                
US53511        |~BADKEY~                                                
US53916        |~BADKEY~                                                
US54304        |~BADKEY~                                                
US60477        |~BADKEY~                                                
US60525        |~BADKEY~                                                
US62960        |~BADKEY~                                                
US64076        |~BADKEY~                                                
US64109        |~BADKEY~                                                
US67207        |~BADKEY~                                                
US67502        |~BADKEY~                                                
US73501        |~BADKEY~                                                
US75035        |~BADKEY~                                                
US75159        |~BADKEY~                                                
US76131        |~BADKEY~                                                
US77386LGN29   |~BADKEY~                                                
US77532        |~BADKEY~                                                
US78258        |~BADKEY~                                                
US81007        |~BADKEY~                                                
US85213        |~BADKEY~                                                
US91780        |~BADKEY~                                                
US93117        |~BADKEY~                                                
US94043        |~BADKEY~                                                
US95110        |~BADKEY~                                                
US95334        |~BADKEY~                                                
US95864        |~BADKEY~                                                
US     GLB     |~BADKEY~                                                
US00000ARM82   |~BADKEY~                                                
US00000OBC     |~BADKEY~                                                
US01085        |~BADKEY~                                                
US01876        |~BADKEY~                                                
US01905        |~BADKEY~                                                
US02116        |~BADKEY~                                                
US05701        |~BADKEY~                                                
US15137        |~BADKEY~                                                
US17404        |~BADKEY~                                                
US19131        |~BADKEY~                                                
US21157        |~BADKEY~                                                
US22554        |~BADKEY~                                                
US23234        |~BADKEY~                                                
US27501        |~BADKEY~                                                
US28712        |~BADKEY~                                                
US29330        |~BADKEY~                                                
US29512        |~BADKEY~                                                
US29645        |~BADKEY~                                                
US30115        |~BADKEY~                                                
US30260        |~BADKEY~                                                
US30315        |~BADKEY~                                                
US30504        |~BADKEY~                                                
US30566        |~BADKEY~                                                
US31313        |~BADKEY~                                                
US31714        |~BADKEY~                                                
US32536        |~BADKEY~                                                
US33635        |~BADKEY~                                                
US35756        |~BADKEY~                                                
US36618        |~BADKEY~                                                
US40208        |~BADKEY~                                                
US42320        |~BADKEY~                                                
US43223        |~BADKEY~                                                
US44110        |~BADKEY~                                                
US45244        |~BADKEY~                                                
US47374        |~BADKEY~                                                
US48227        |~BADKEY~                                                
US48348        |~BADKEY~                                                
US50023        |~BADKEY~                                                
US55806        |~BADKEY~                                                
US60447        |~BADKEY~                                                
US60660        |~BADKEY~                                                
US61761        |~BADKEY~                                                
US66044        |~BADKEY~                                                
US68127        |~BADKEY~                                                
US71301        |~BADKEY~                                                
US72927        |~BADKEY~                                                
US73644        |~BADKEY~                                                
US74127        |~BADKEY~                                                
US75087        |~BADKEY~                                                
US76002        |~BADKEY~                                                
US77016        |~BADKEY~                                                
US79701        |~BADKEY~                                                
US80017        |~BADKEY~                                                
US81212        |~BADKEY~                                                
US81650        |~BADKEY~                                                
US90005        |~BADKEY~                                                
US90270        |~BADKEY~                                                
US90813        |~BADKEY~                                                
US91945        |~BADKEY~                                                
US92313        |~BADKEY~                                                
US92508        |~BADKEY~                                                
US92553        |~BADKEY~                                                
US92614        |~BADKEY~                                                
US95322        |~BADKEY~                                                
US95628        |~BADKEY~                                                
US96815        |~BADKEY~                                                
US99835        |~BADKEY~                                                
US     MNK     |~BADKEY~                                                
US00000EXP     |~BADKEY~                                                
US00000HSF43   |~BADKEY~                                                
US06401        |~BADKEY~                                                
US10009        |~BADKEY~                                                
US10456WBS14   |~BADKEY~                                                
US114121TH19   |~BADKEY~                                                
US12202        |~BADKEY~                                                
US14072        |~BADKEY~                                                
US19138        |~BADKEY~                                                
US19801        |~BADKEY~                                                
US27377        |~BADKEY~                                                
US27516        |~BADKEY~                                                
US27545        |~BADKEY~                                                
US27606        |~BADKEY~                                                
US29550        |~BADKEY~                                                
US29582        |~BADKEY~                                                
US30331        |~BADKEY~                                                
US32526        |~BADKEY~                                                
US32714        |~BADKEY~                                                
US33186        |~BADKEY~                                                
US33919        |~BADKEY~                                                
US34759        |~BADKEY~                                                
US38583        |~BADKEY~                                                
US43528        |~BADKEY~                                                
US44320        |~BADKEY~                                                
US47807        |~BADKEY~                                                
US48084        |~BADKEY~                                                
US48239        |~BADKEY~                                                
US54656        |~BADKEY~                                                
US55117        |~BADKEY~                                                
US55449        |~BADKEY~                                                
US60611        |~BADKEY~                                                
US61109        |~BADKEY~                                                
US61604        |~BADKEY~                                                
US63830        |~BADKEY~                                                
US63845        |~BADKEY~                                                
US68144        |~BADKEY~                                                
US68521        |~BADKEY~                                                
US70122        |~BADKEY~                                                
US75051        |~BADKEY~                                                
US77068        |~BADKEY~                                                
US77422        |~BADKEY~                                                
US79903        |~BADKEY~                                                
US81301        |~BADKEY~                                                
US84106        |~BADKEY~                                                
US93662        |~BADKEY~                                                
US94564        |~BADKEY~                                                
US95367        |~BADKEY~                                                
US95833        |~BADKEY~                                                
US98115        |~BADKEY~                                                
US98366        |~BADKEY~                                                
US99336        |~BADKEY~                                                
US01075        |~BADKEY~                                                
US01104        |~BADKEY~                                                
US02747        |~BADKEY~                                                
US06033        |~BADKEY~                                                
US06051        |~BADKEY~                                                
US08085        |~BADKEY~                                                
US11106        |~BADKEY~                                                
US11205        |~BADKEY~                                                
US20109        |~BADKEY~                                                
US20783        |~BADKEY~                                                
US21093        |~BADKEY~                                                
US23834        |~BADKEY~                                                
US24522        |~BADKEY~                                                
US24588        |~BADKEY~                                                
US28301        |~BADKEY~                                                
US28379        |~BADKEY~                                                
US29033        |~BADKEY~                                                
US29410        |~BADKEY~                                                
US30028        |~BADKEY~                                                
US32176        |~BADKEY~                                                
US32246        |~BADKEY~                                                
US32506        |~BADKEY~                                                
US32821        |~BADKEY~                                                
US33843        |~BADKEY~                                                
US33872        |~BADKEY~                                                
US34743        |~BADKEY~                                                
US35906        |~BADKEY~                                                
US35952        |~BADKEY~                                                
US36097        |~BADKEY~                                                
US40118        |~BADKEY~                                                
US42261        |~BADKEY~                                                
US44129        |~BADKEY~                                                
US44667        |~BADKEY~                                                
US45840        |~BADKEY~                                                
US47960        |~BADKEY~                                                
US48178        |~BADKEY~                                                
US49202        |~BADKEY~                                                
US50315        |~BADKEY~                                                
US50316        |~BADKEY~                                                
US60115        |~BADKEY~                                                
US68164        |~BADKEY~                                                
US74107        |~BADKEY~                                                
US75601        |~BADKEY~                                                
US77477        |~BADKEY~                                                
US79906        |~BADKEY~                                                
US80132        |~BADKEY~                                                
US85053        |~BADKEY~                                                
US89011        |~BADKEY~                                                
US91335        |~BADKEY~                                                
US92833        |~BADKEY~                                                
US94122        |~BADKEY~                                                
US98022        |~BADKEY~                                                
US98499        |~BADKEY~                                                
US00000ATM     |~BADKEY~                                                
US00000CPD     |~BADKEY~                                                
US00000HWR43   |~BADKEY~                                                
US00000LY 80   |~BADKEY~                                                
US00000NST     |~BADKEY~                                                
US06705        |~BADKEY~                                                
US06905        |~BADKEY~                                                
US11111        |~BADKEY~                                                
US11215        |~BADKEY~                                                
US11223        |~BADKEY~                                                
US12801        |~BADKEY~                                                
US14843        |~BADKEY~                                                
US17403        |~BADKEY~                                                
US19053        |~BADKEY~                                                
US20904        |~BADKEY~                                                
US31032        |~BADKEY~                                                
US32784        |~BADKEY~                                                
US33884        |~BADKEY~                                                
US34243        |~BADKEY~                                                
US36606        |~BADKEY~                                                
US37206        |~BADKEY~                                                
US37771        |~BADKEY~                                                
US39305        |~BADKEY~                                                
US40383        |~BADKEY~                                                
US44811        |~BADKEY~                                                
US47630        |~BADKEY~                                                
US48210        |~BADKEY~                                                
US49316        |~BADKEY~                                                
US49783        |~BADKEY~                                                
US55746        |~BADKEY~                                                
US60124        |~BADKEY~                                                
US60142        |~BADKEY~                                                
US61080        |~BADKEY~                                                
US61462        |~BADKEY~                                                
US63628        |~BADKEY~                                                
US65101        |~BADKEY~                                                
US68901        |~BADKEY~                                                
US70805        |~BADKEY~                                                
US76051        |~BADKEY~                                                
US77092        |~BADKEY~                                                
US79930        |~BADKEY~                                                
US85629        |~BADKEY~                                                
US90036        |~BADKEY~                                                
US90240        |~BADKEY~                                                
US91604        |~BADKEY~                                                
US94538        |~BADKEY~                                                
US94550        |~BADKEY~                                                
US94582        |~BADKEY~                                                
US96150        |~BADKEY~                                                
US98433        |~BADKEY~                                                
US98665        |~BADKEY~                                                
US00000HMN12   |~BADKEY~                                                
US00000MGN     |~BADKEY~                                                
US00000QSQ     |~BADKEY~                                                
US01821        |~BADKEY~                                                
US02019        |~BADKEY~                                                
US11795        |~BADKEY~                                                
US19081        |~BADKEY~                                                
US19525        |~BADKEY~                                                
US19958        |~BADKEY~                                                
US21801        |~BADKEY~                                                
US27203        |~BADKEY~                                                
US28150        |~BADKEY~                                                
US28214        |~BADKEY~                                                
US29341        |~BADKEY~                                                
US29385        |~BADKEY~                                                
US29803        |~BADKEY~                                                
US29829        |~BADKEY~                                                
US30310        |~BADKEY~                                                
US31768        |~BADKEY~                                                
US32407        |~BADKEY~                                                
US32811        |~BADKEY~                                                
US33825        |~BADKEY~                                                
US34210        |~BADKEY~                                                
US35115        |~BADKEY~                                                
US35128        |~BADKEY~                                                
US37110        |~BADKEY~                                                
US39120        |~BADKEY~                                                
US40258        |~BADKEY~                                                
US43119        |~BADKEY~                                                
US43311        |~BADKEY~                                                
US44128        |~BADKEY~                                                
US45459        |~BADKEY~                                                
US48604        |~BADKEY~                                                
US50401        |~BADKEY~                                                
US50707        |~BADKEY~                                                
US53143        |~BADKEY~                                                
US60018        |~BADKEY~                                                
US60482        |~BADKEY~                                                
US61244        |~BADKEY~                                                
US70427        |~BADKEY~                                                
US70578        |~BADKEY~                                                
US70714        |~BADKEY~                                                
US73110        |~BADKEY~                                                
US73114        |~BADKEY~                                                
US73130        |~BADKEY~                                                
US74403        |~BADKEY~                                                
US75143        |~BADKEY~                                                
US76708        |~BADKEY~                                                
US77379        |~BADKEY~                                                
US78224        |~BADKEY~                                                
US78758MTR12   |~BADKEY~                                                
US80026        |~BADKEY~                                                
US85215        |~BADKEY~                                                
US89145        |~BADKEY~                                                
US91601        |~BADKEY~                                                
US92104        |~BADKEY~                                                
US92821        |~BADKEY~                                                
US93728        |~BADKEY~                                                
US95616        |~BADKEY~                                                
US97058        |~BADKEY~                                                
US98034        |~BADKEY~                                                
US98036        |~BADKEY~                                                
US98037        |~BADKEY~                                                
US99901        |~BADKEY~                                                
US00000ALS     |~BADKEY~                                                
US00000ETD     |~BADKEY~                                                
US00000EXN     |~BADKEY~                                                
US00000ODT     |~BADKEY~                                                
US00000PFR23   |~BADKEY~                                                
US00000QST     |~BADKEY~                                                
US00739        |~BADKEY~                                                
US01603        |~BADKEY~                                                
US10901        |~BADKEY~                                                
US11354        |~BADKEY~                                                
US11572        |~BADKEY~                                                
US12205        |~BADKEY~                                                
US13790        |~BADKEY~                                                
US16503        |~BADKEY~                                                
US19341        |~BADKEY~                                                
US23238        |~BADKEY~                                                
US23435        |~BADKEY~                                                
US27513        |~BADKEY~                                                
US28226        |~BADKEY~                                                
US28314        |~BADKEY~                                                
US28328        |~BADKEY~                                                
US32953        |~BADKEY~                                                
US33023        |~BADKEY~                                                
US33525        |~BADKEY~                                                
US33852        |~BADKEY~                                                
US33860        |~BADKEY~                                                
US33908        |~BADKEY~                                                
US34479        |~BADKEY~                                                
US34655        |~BADKEY~                                                
US34761        |~BADKEY~                                                
US35242        |~BADKEY~                                                
US35620        |~BADKEY~                                                
US36272        |~BADKEY~                                                
US37397        |~BADKEY~                                                
US37857        |~BADKEY~                                                
US37932        |~BADKEY~                                                
US38320        |~BADKEY~                                                
US39577        |~BADKEY~                                                
US40272        |~BADKEY~                                                
US45239        |~BADKEY~                                                
US46703        |~BADKEY~                                                
US46815        |~BADKEY~                                                
US46970        |~BADKEY~                                                
US48089        |~BADKEY~                                                
US49001        |~BADKEY~                                                
US60046        |~BADKEY~                                                
US60073        |~BADKEY~                                                
US60074        |~BADKEY~                                                
US60402        |~BADKEY~                                                
US64063        |~BADKEY~                                                
US73012        |~BADKEY~                                                
US75025        |~BADKEY~                                                
US75043        |~BADKEY~                                                
US76208        |~BADKEY~                                                
US76903        |~BADKEY~                                                
US76904        |~BADKEY~                                                
US77045        |~BADKEY~                                                
US78589        |~BADKEY~                                                
US80920        |~BADKEY~                                                
US86323        |~BADKEY~                                                
US89103        |~BADKEY~                                                
US93927        |~BADKEY~                                                
US94014        |~BADKEY~                                                
US95023DW 14   |~BADKEY~                                                
US95695        |~BADKEY~                                                
US00000PSM     |~BADKEY~                                                
US00791        |~BADKEY~                                                
US07719        |~BADKEY~                                                
US08000        |~BADKEY~                                                
US08872        |~BADKEY~                                                
US10019        |~BADKEY~                                                
US113543TH14   |~BADKEY~                                                
US11772        |~BADKEY~                                                
US14623        |~BADKEY~                                                
US15061        |~BADKEY~                                                
US17602        |~BADKEY~                                                
US22192        |~BADKEY~                                                
US23236        |~BADKEY~                                                
US23805        |~BADKEY~                                                
US25419        |~BADKEY~                                                
US28001        |~BADKEY~                                                
US28083        |~BADKEY~                                                
US28384        |~BADKEY~                                                
US31220        |~BADKEY~                                                
US32222        |~BADKEY~                                                
US32640        |~BADKEY~                                                
US33328        |~BADKEY~                                                
US33765        |~BADKEY~                                                
US34472        |~BADKEY~                                                
US35954        |~BADKEY~                                                
US36420        |~BADKEY~                                                
US36522        |~BADKEY~                                                
US37917        |~BADKEY~                                                
US41008        |~BADKEY~                                                
US44124        |~BADKEY~                                                
US44514        |~BADKEY~                                                
US45122        |~BADKEY~                                                
US45157        |~BADKEY~                                                
US45342        |~BADKEY~                                                
US49686        |~BADKEY~                                                
US53220        |~BADKEY~                                                
US53227        |~BADKEY~                                                
US54911        |~BADKEY~                                                
US55347        |~BADKEY~                                                
US61944        |~BADKEY~                                                
US64015        |~BADKEY~                                                
US67203        |~BADKEY~                                                
US68516        |~BADKEY~                                                
US74075        |~BADKEY~                                                
US74115        |~BADKEY~                                                
US75230        |~BADKEY~                                                
US76082        |~BADKEY~                                                
US82718        |~BADKEY~                                                
US85396        |~BADKEY~                                                
US90064        |~BADKEY~                                                
US91711        |~BADKEY~                                                
US92201        |~BADKEY~                                                
US93702        |~BADKEY~                                                
US94132        |~BADKEY~                                                
US01007        |~BADKEY~                                                
US02189        |~BADKEY~                                                
US02536        |~BADKEY~                                                
US02914        |~BADKEY~                                                
US06854        |~BADKEY~                                                
US08817        |~BADKEY~                                                
US08865        |~BADKEY~                                                
US10566        |~BADKEY~                                                
US114331TH10   |~BADKEY~                                                
US14226        |~BADKEY~                                                
US17522        |~BADKEY~                                                
US18447        |~BADKEY~                                                
US18940        |~BADKEY~                                                
US19901        |~BADKEY~                                                
US21045        |~BADKEY~                                                
US21158        |~BADKEY~                                                
US21286        |~BADKEY~                                                
US23220        |~BADKEY~                                                
US23513        |~BADKEY~                                                
US24060        |~BADKEY~                                                
US24541        |~BADKEY~                                                
US24551        |~BADKEY~                                                
US27610        |~BADKEY~                                                
US29627        |~BADKEY~                                                
US30650        |~BADKEY~                                                
US33579        |~BADKEY~                                                
US33712        |~BADKEY~                                                
US34957        |~BADKEY~                                                
US35757        |~BADKEY~                                                
US37421        |~BADKEY~                                                
US38023        |~BADKEY~                                                
US38851        |~BADKEY~                                                
US39083        |~BADKEY~                                                
US39573        |~BADKEY~                                                
US44410        |~BADKEY~                                                
